Unnamed: 0,Gender,Age,Bike Lanes
53158,Female,Young,Yes
79919,Female,Young,Yes
87224,Female,Young,Yes
63480,Male,Young,No
63873,Female,Young,Yes
92030,Female,Young,Yes
25272,Female,Old,No
22815,Male,Old,Yes
27404,Male,Old,Yes
33493,Female,Old,No
26180,Female,Old,Yes
29644,Male,Old,Yes
30686,Female,Old,Yes
32751,Male,Old,No
34126,Male,Old,Yes
29185,Female,Old,No
12407,Male,Old,Yes
12524,Female,Old,No
4070,Female,Old,No
3085,Female,Old,No
37972,Male,Old,Yes
22840,Female,Old,Yes
31806,Male,Old,Yes
9998,Female,Old,No
4672,Male,Old,No
33527,Male,Old,Yes
15393,Male,Old,Yes
292,Male,Old,Yes
22905,Male,Old,Yes
32540,Female,Old,Yes
7592,Male,Old,Yes
20825,Male,Old,Yes
19475,Female,Old,Yes
26869,Female,Old,Yes
45863,Male,Old,Yes
36079,Male,Old,No
43645,Male,Old,Yes
33886,Female,Old,No
33155,Female,Old,No
1599,Female,Old,No
11048,Female,Old,Yes
1030,Male,Old,Yes
13702,Male,Old,Yes
49095,Male,Old,Yes
11843,Female,Old,No
8739,Male,Old,Yes
47239,Male,Old,No
25480,Male,Old,Yes
12414,Female,Old,No
48837,Male,Old,Yes
40276,Male,Old,Yes
14129,Male,Old,Yes
33152,Male,Old,Yes
1164,Female,Old,No
20798,Female,Old,No
45313,Male,Old,Yes
21704,Female,Old,Yes
26389,Female,Old,No
17031,Female,Old,No
8642,Male,Old,Yes
3882,Male,Old,Yes
12469,Female,Old,Yes
23899,Female,Old,No
15726,Male,Old,Yes
23080,Female,Old,No
46958,Male,Old,Yes
19334,Male,Old,Yes
7063,Male,Old,Yes
27016,Male,Old,Yes
1390,Male,Old,Yes
27639,Male,Old,Yes
27468,Female,Old,Yes
45342,Female,Old,Yes
18348,Female,Old,No
24884,Male,Old,Yes
9826,Male,Old,Yes
21023,Female,Old,Yes
5266,Female,Old,No
13139,Male,Old,Yes
34216,Female,Old,No
9195,Female,Old,No
38530,Male,Old,Yes
18832,Female,Old,No
20071,Male,Old,Yes
40484,Female,Old,Yes
13571,Female,Old,No
32609,Female,Old,Yes
13995,Male,Old,Yes
11457,Female,Old,Yes
1536,Male,Old,No
508,Male,Old,No
12451,Female,Old,No
40759,Male,Old,Yes
33426,Female,Old,Yes
18858,Female,Old,No
8279,Male,Old,Yes
15107,Male,Old,Yes
43107,Female,Old,Yes
36296,Female,Old,Yes
19962,Female,Old,Yes
13732,Male,Old,No
44265,Male,Old,Yes
21906,Female,Old,Yes
5491,Male,Old,Yes
30319,Female,Old,No
42008,Male,Old,Yes
4413,Female,Old,No
5687,Male,Old,Yes
4850,Male,Old,Yes
35291,Male,Old,Yes
20767,Male,Old,Yes
25330,Male,Old,Yes
47424,Female,Old,Yes
32070,Female,Old,No
14303,Male,Old,Yes
4305,Female,Old,Yes
6065,Male,Old,Yes
18685,Male,Old,Yes
31515,Male,Old,Yes
6778,Female,Old,Yes
14463,Male,Old,Yes
3758,Male,Old,Yes
26276,Male,Old,Yes
28320,Female,Old,No
672,Male,Old,Yes
45605,Female,Old,Yes
30259,Female,Old,No
37506,Female,Old,Yes
22522,Female,Old,No
4168,Male,Old,No
45715,Male,Old,Yes
46053,Male,Old,Yes
42176,Female,Old,Yes
31408,Female,Old,No
16466,Female,Old,Yes
47396,Male,Old,Yes
43120,Female,Old,No
46149,Female,Old,Yes
29005,Female,Old,No
48672,Male,Old,Yes
37761,Female,Old,Yes
6522,Female,Old,No
48070,Male,Old,No
47795,Female,Old,Yes
17487,Male,Old,Yes
14427,Female,Old,No
40797,Male,Old,Yes
15443,Male,Old,Yes
32377,Female,Old,No
23239,Female,Old,No
45411,Female,Old,No
40632,Male,Old,Yes
26003,Male,Old,Yes
18576,Male,Old,Yes
46990,Male,Old,Yes
14430,Female,Old,Yes
28641,Female,Old,Yes
40154,Male,Old,Yes
15897,Male,Old,Yes
21678,Male,Old,Yes
4729,Male,Old,Yes
29196,Male,Old,Yes
26174,Male,Old,Yes
16085,Male,Old,Yes
22445,Male,Old,Yes
24319,Female,Old,Yes
49725,Male,Old,Yes
2182,Male,Old,Yes
13124,Male,Old,Yes
19240,Female,Old,No
27477,Male,Old,Yes
5545,Male,Old,No
20657,Female,Old,No
2191,Male,Old,Yes
20348,Female,Old,No
19042,Male,Old,Yes
26319,Male,Old,Yes
45286,Male,Old,Yes
39530,Male,Old,Yes
40085,Male,Old,No
49407,Male,Old,Yes
15394,Male,Old,Yes
20727,Female,Old,Yes
34833,Male,Old,Yes
18444,Female,Old,No
36257,Male,Old,Yes
23318,Female,Old,No
199,Male,Old,Yes
27389,Female,Old,No
49128,Female,Old,Yes
43868,Male,Old,Yes
32324,Female,Old,Yes
24551,Female,Old,No
45881,Male,Old,No
28244,Female,Old,No
42476,Male,Old,Yes
15458,Male,Old,No
23892,Male,Old,Yes
4243,Male,Old,Yes
26680,Female,Old,No
26328,Male,Old,Yes
43182,Male,Old,Yes
3037,Male,Old,Yes
44035,Male,Old,Yes
28136,Male,Old,Yes
29157,Female,Old,No
4775,Male,Old,Yes
44175,Female,Old,No
26268,Female,Old,No
45664,Male,Old,Yes
15200,Male,Old,Yes
19277,Female,Old,No
45437,Male,Old,Yes
32469,Female,Old,No
42364,Female,Old,Yes
11062,Male,Old,Yes
16179,Female,Old,No
33231,Male,Old,Yes
41770,Female,Old,Yes
7342,Male,Old,Yes
13963,Female,Old,Yes
19326,Female,Old,No
24186,Male,Old,Yes
15607,Male,Old,Yes
3862,Female,Old,No
34575,Male,Old,Yes
30793,Male,Old,Yes
27804,Male,Old,Yes
6850,Male,Old,Yes
26971,Male,Old,No
10801,Male,Old,Yes
20824,Male,Old,Yes
34513,Female,Old,Yes
39600,Female,Old,No
35148,Male,Old,Yes
1507,Male,Old,Yes
43715,Female,Old,Yes
37181,Male,Old,Yes
20053,Male,Old,Yes
21583,Male,Old,Yes
23137,Female,Old,No
7920,Female,Old,Yes
3377,Male,Old,Yes
27178,Male,Old,Yes
44874,Female,Old,No
40463,Female,Old,Yes
44519,Female,Old,No
23534,Female,Old,No
21433,Female,Old,No
39920,Female,Old,No
32468,Female,Old,Yes
20730,Male,Old,Yes
14402,Male,Old,Yes
32074,Female,Old,Yes
998,Female,Old,Yes
39525,Female,Old,No
2757,Male,Old,Yes
21394,Female,Old,No
36682,Female,Old,Yes
18097,Female,Old,Yes
16941,Female,Old,No
24889,Male,Old,No
6075,Male,Old,No
23681,Female,Old,No
42369,Female,Old,No
28965,Female,Old,Yes
34394,Male,Old,Yes
41344,Male,Old,Yes
13685,Female,Old,No
25312,Female,Old,No
8976,Female,Old,No
6965,Male,Old,Yes
37578,Male,Old,Yes
1118,Male,Old,Yes
43038,Male,Old,Yes
42472,Male,Old,Yes
4064,Male,Old,Yes
42961,Female,Old,Yes
37193,Male,Old,Yes
18315,Male,Old,Yes
48301,Male,Old,Yes
44471,Male,Old,Yes
46248,Female,Old,Yes
49969,Male,Old,Yes
17080,Female,Old,Yes
17515,Female,Old,No
23180,Male,Old,Yes
147,Female,Old,No
46601,Male,Old,Yes
38978,Male,Old,Yes
25740,Male,Old,Yes
9928,Male,Old,Yes
41977,Female,Old,No
25836,Female,Old,No
6095,Male,Old,Yes
48109,Female,Old,No
43173,Female,Old,Yes
2996,Male,Old,Yes
39134,Female,Old,No
17342,Female,Old,Yes
21244,Female,Old,Yes
6100,Male,Old,Yes
15612,Male,Old,Yes
48409,Male,Old,Yes
14160,Male,Old,Yes
708,Female,Old,No
46640,Male,Old,Yes
22245,Female,Old,Yes
26065,Female,Old,No
21187,Female,Old,Yes
12981,Male,Old,No
36415,Male,Old,No
26590,Male,Old,Yes
49101,Female,Old,No
42729,Male,Old,Yes
6735,Male,Old,Yes
41200,Male,Old,No
34705,Female,Old,No
28691,Female,Old,Yes
18388,Male,Old,No
6211,Male,Old,Yes
19068,Female,Old,No
14851,Male,Old,Yes
11306,Male,Old,Yes
38420,Male,Old,Yes
39315,Male,Old,Yes
46764,Male,Old,No
3570,Male,Old,Yes
262,Female,Old,No
23480,Male,Old,Yes
7895,Male,Old,Yes
8931,Male,Old,Yes
20646,Female,Old,No
30210,Female,Old,Yes
5576,Male,Old,Yes
23068,Male,Old,Yes
9020,Male,Old,Yes
34073,Female,Old,Yes
659,Female,Old,Yes
36481,Female,Old,No
6623,Male,Old,Yes
40630,Female,Old,No
2008,Male,Old,Yes
17679,Male,Old,Yes
12351,Male,Old,Yes
34725,Female,Old,No
4086,Female,Old,No
15981,Male,Old,Yes
18314,Male,Old,Yes
42813,Male,Old,Yes
7439,Female,Old,Yes
45576,Female,Old,No
31078,Female,Old,Yes
48011,Female,Old,Yes
4162,Male,Old,Yes
19341,Female,Old,No
13242,Male,Old,Yes
43901,Male,Old,No
10317,Male,Old,Yes
23428,Female,Old,No
35665,Female,Old,Yes
47044,Female,Old,Yes
26610,Female,Old,No
16549,Female,Old,No
48894,Female,Old,No
32770,Male,Old,Yes
879,Female,Old,No
11380,Female,Old,No
29568,Female,Old,Yes
22618,Female,Old,No
3840,Male,Old,Yes
39506,Female,Old,Yes
33288,Male,Old,Yes
17395,Female,Old,No
18473,Female,Old,Yes
30214,Male,Old,Yes
36944,Male,Old,Yes
10657,Female,Old,No
26775,Male,Old,Yes
28995,Female,Old,No
4229,Male,Old,Yes
43122,Male,Old,Yes
42969,Female,Old,Yes
28219,Female,Old,Yes
47305,Female,Old,No
40196,Female,Old,Yes
41625,Male,Old,Yes
19263,Female,Old,Yes
15590,Male,Old,Yes
48226,Female,Old,No
4107,Male,Old,Yes
49336,Male,Old,Yes
2984,Female,Old,No
18471,Male,Old,Yes
32546,Female,Old,No
22389,Female,Old,Yes
28700,Female,Old,Yes
15526,Female,Old,Yes
12936,Female,Old,No
5528,Female,Old,No
42498,Male,Old,Yes
18856,Female,Old,Yes
41663,Female,Old,Yes
44713,Female,Old,Yes
42515,Female,Old,Yes
23975,Female,Old,No
11178,Female,Old,No
16162,Male,Old,Yes
46349,Female,Old,No
7040,Female,Old,Yes
24579,Male,Old,Yes
3001,Male,Old,No
12395,Female,Old,No
3426,Male,Old,Yes
11296,Male,Old,Yes
6585,Male,Old,Yes
13259,Female,Old,Yes
23579,Female,Old,No
30208,Female,Old,No
36093,Male,Old,Yes
8960,Male,Old,Yes
17079,Female,Old,Yes
16243,Male,Old,Yes
34545,Female,Old,No
9025,Female,Old,No
42938,Female,Old,Yes
16864,Female,Old,No
14446,Female,Old,No
45689,Female,Old,Yes
23868,Male,Old,Yes
46124,Female,Old,Yes
36311,Female,Old,No
44300,Female,Old,No
26713,Female,Old,No
6682,Female,Old,No
8994,Male,Old,Yes
46693,Female,Old,No
24383,Female,Old,Yes
34733,Male,Old,Yes
26544,Male,Old,No
46156,Female,Old,Yes
38235,Male,Old,Yes
8569,Female,Old,Yes
24572,Male,Old,Yes
32674,Female,Old,Yes
44800,Female,Old,Yes
24380,Male,Old,Yes
49516,Female,Old,Yes
47781,Female,Old,Yes
49994,Male,Old,Yes
39968,Male,Old,Yes
19315,Female,Old,No
12347,Male,Old,No
22726,Female,Old,Yes
12591,Female,Old,No
4246,Male,Old,Yes
3715,Female,Old,No
12915,Female,Old,No
44361,Female,Old,Yes
19681,Male,Old,Yes
6847,Male,Old,Yes
9955,Male,Old,Yes
6925,Female,Old,No
9598,Female,Old,No
20206,Male,Old,Yes
1406,Female,Old,No
22008,Female,Old,No
33242,Male,Old,Yes
15631,Male,Old,Yes
26033,Female,Old,Yes
48656,Male,Old,No
17160,Female,Old,No
11477,Female,Old,Yes
9728,Female,Old,No
25048,Male,Old,Yes
30389,Male,Old,Yes
26391,Female,Old,No
46322,Male,Old,No
32028,Male,Old,No
14295,Female,Old,Yes
8812,Male,Old,No
30901,Male,Old,Yes
47755,Male,Old,Yes
25136,Female,Old,Yes
41397,Female,Old,No
48817,Female,Old,No
43796,Female,Old,No
3767,Female,Old,Yes
4326,Male,Old,Yes
12147,Female,Old,No
29660,Male,Old,Yes
9828,Female,Old,No
37715,Female,Old,No
11099,Female,Old,Yes
34030,Male,Old,Yes
6381,Female,Old,Yes
3617,Female,Old,No
26452,Female,Old,Yes
11715,Male,Old,No
12038,Female,Old,Yes
17227,Female,Old,No
5348,Male,Old,Yes
32701,Female,Old,No
40078,Male,Old,Yes
314,Female,Old,Yes
29487,Female,Old,Yes
39797,Female,Old,No
15083,Female,Old,No
5685,Male,Old,Yes
3939,Male,Old,Yes
44821,Female,Old,Yes
11348,Female,Old,No
49882,Male,Old,Yes
30006,Male,Old,Yes
42378,Male,Old,Yes
49938,Female,Old,Yes
44796,Male,Old,Yes
42519,Female,Old,No
44396,Female,Old,Yes
10254,Female,Old,Yes
16227,Female,Old,Yes
34237,Female,Old,Yes
12859,Female,Old,No
13391,Male,Old,Yes
42298,Female,Old,Yes
28492,Male,Old,Yes
20768,Male,Old,Yes
4448,Male,Old,Yes
34348,Male,Old,Yes
4822,Male,Old,Yes
42088,Female,Old,No
45654,Female,Old,No
46736,Female,Old,No
3502,Female,Old,No
16159,Male,Old,Yes
10810,Female,Old,Yes
28827,Female,Old,No
12074,Female,Old,Yes
20023,Male,Old,Yes
20664,Female,Old,No
21025,Male,Old,Yes
13793,Female,Old,No
